account_id,name,balance
ACC_005106,User_5106,45582.87
ACC_005107,User_5107,20314.44
ACC_005108,User_5108,15551.5
ACC_005109,User_5109,21234.24
ACC_005110,User_5110,45391.8
ACC_005111,User_5111,32619.19
ACC_005112,User_5112,12513.49
ACC_005113,User_5113,3239.42
ACC_005114,User_5114,7215.64
ACC_005115,User_5115,22147.74
ACC_005116,User_5116,13436.53
ACC_005117,User_5117,7651.72
ACC_005118,User_5118,28111.6
ACC_005119,User_5119,18817.4
ACC_005120,User_5120,28193.78
ACC_005121,User_5121,11487.31
ACC_005122,User_5122,4339.4
ACC_005123,User_5123,6252.85
ACC_005124,User_5124,25391.42
ACC_005125,User_5125,2742.69
ACC_005126,User_5126,18644.41
ACC_005127,User_5127,24463.88
ACC_005128,User_5128,33333.77
ACC_005129,User_5129,31677.66
ACC_005130,User_5130,36546.51
ACC_005131,User_5131,26387.57
ACC_005132,User_5132,23303.9
ACC_005133,User_5133,33678.93
ACC_005134,User_5134,12198.81
ACC_005135,User_5135,31725.45
ACC_005136,User_5136,27026.12
ACC_005137,User_5137,10742.07
ACC_005138,User_5138,30685.75
ACC_005139,User_5139,32802.5
ACC_005140,User_5140,44687.36
ACC_005141,User_5141,41791.41
ACC_005142,User_5142,26506.59
ACC_005143,User_5143,36793.62
ACC_005144,User_5144,48249.81
ACC_005145,User_5145,33907.97
ACC_005146,User_5146,39470.48
ACC_005147,User_5147,26276.71
ACC_005148,User_5148,7351.91
ACC_005149,User_5149,8876.38
ACC_005150,User_5150,39001.92
ACC_005151,User_5151,46467.61
ACC_005152,User_5152,41558.77
ACC_005153,User_5153,18986.32
ACC_005154,User_5154,2222.28
ACC_005155,User_5155,27814.75
ACC_005156,User_5156,47720.45
ACC_005157,User_5157,23281.27
ACC_005158,User_5158,47828.05
ACC_005159,User_5159,49904.3
ACC_005160,User_5160,17148.88
ACC_005161,User_5161,45131.04
ACC_005162,User_5162,45190.68
ACC_005163,User_5163,30826.45
ACC_005164,User_5164,24891.97
ACC_005165,User_5165,17312.79
ACC_005166,User_5166,15451.85
ACC_005167,User_5167,44860.12
ACC_005168,User_5168,26230.33
ACC_005169,User_5169,23045.8
ACC_005170,User_5170,7468.3
ACC_005171,User_5171,27904.0
ACC_005172,User_5172,25244.36
ACC_005173,User_5173,25910.43
ACC_005174,User_5174,16924.76
ACC_005175,User_5175,29357.71
ACC_005176,User_5176,38747.62
ACC_005177,User_5177,48013.5
ACC_005178,User_5178,31173.88
ACC_005179,User_5179,5323.25
ACC_005180,User_5180,6966.21
ACC_005181,User_5181,18156.49
ACC_005182,User_5182,46357.22
ACC_005183,User_5183,39370.15
ACC_005184,User_5184,36252.34
ACC_005185,User_5185,7746.58
ACC_005186,User_5186,46791.56
ACC_005187,User_5187,26307.99
ACC_005188,User_5188,25524.97
ACC_005189,User_5189,2203.57
ACC_005190,User_5190,33952.01
ACC_005191,User_5191,42949.95
ACC_005192,User_5192,48652.82
ACC_005193,User_5193,27714.18
ACC_005194,User_5194,34378.57
ACC_005195,User_5195,36905.19
ACC_005196,User_5196,21468.93
ACC_005197,User_5197,23372.4
ACC_005198,User_5198,45029.21
ACC_005199,User_5199,40165.06
ACC_005200,User_5200,37430.52
ACC_005201,User_5201,14873.84
ACC_005202,User_5202,27256.58
ACC_005203,User_5203,17428.38
ACC_005204,User_5204,44382.79
ACC_005205,User_5205,17733.64
ACC_005206,User_5206,30173.39
ACC_005207,User_5207,43205.68
ACC_005208,User_5208,49711.13
ACC_005209,User_5209,42784.51
ACC_005210,User_5210,38481.33
ACC_005211,User_5211,2825.3
ACC_005212,User_5212,23679.62
ACC_005213,User_5213,5582.55
ACC_005214,User_5214,25170.53
ACC_005215,User_5215,22100.94
ACC_005216,User_5216,8284.65
ACC_005217,User_5217,17534.02
ACC_005218,User_5218,36339.74
ACC_005219,User_5219,2394.41
ACC_005220,User_5220,17493.43
ACC_005221,User_5221,3446.66
ACC_005222,User_5222,27866.91
ACC_005223,User_5223,17026.99
ACC_005224,User_5224,48509.72
ACC_005225,User_5225,46933.82
ACC_005226,User_5226,14035.33
ACC_005227,User_5227,48033.63
ACC_005228,User_5228,23859.41
ACC_005229,User_5229,14483.39
ACC_005230,User_5230,35345.39
ACC_005231,User_5231,31736.49
ACC_005232,User_5232,41129.73
ACC_005233,User_5233,47181.52
ACC_005234,User_5234,30304.41
ACC_005235,User_5235,14110.52
ACC_005236,User_5236,41182.72
ACC_005237,User_5237,22572.02
ACC_005238,User_5238,8579.66
ACC_005239,User_5239,31528.48
ACC_005240,User_5240,8665.86
ACC_005241,User_5241,3235.34
ACC_005242,User_5242,11544.37
ACC_005243,User_5243,48619.34
ACC_005244,User_5244,19785.32
ACC_005245,User_5245,45835.66
ACC_005246,User_5246,16034.84
ACC_005247,User_5247,45801.81
ACC_005248,User_5248,4327.67
ACC_005249,User_5249,29944.99
ACC_005250,User_5250,43647.71
ACC_005251,User_5251,32932.11
ACC_005252,User_5252,41257.75
ACC_005253,User_5253,35475.87
ACC_005254,User_5254,45251.88
ACC_005255,User_5255,15737.59
ACC_005256,User_5256,45191.84
ACC_005257,User_5257,14521.94
ACC_005258,User_5258,15427.43
ACC_005259,User_5259,37315.29
ACC_005260,User_5260,33653.7
ACC_005261,User_5261,19499.39
ACC_005262,User_5262,34659.84
ACC_005263,User_5263,31954.43
ACC_005264,User_5264,6707.3
ACC_005265,User_5265,18100.49
ACC_005266,User_5266,38053.45
ACC_005267,User_5267,9185.27
ACC_005268,User_5268,42097.82
ACC_005269,User_5269,16109.25
ACC_005270,User_5270,31393.12
ACC_005271,User_5271,29977.26
ACC_005272,User_5272,23498.22
ACC_005273,User_5273,48850.31
ACC_005274,User_5274,27372.09
ACC_005275,User_5275,44155.95
ACC_005276,User_5276,18806.53
ACC_005277,User_5277,6782.3
ACC_005278,User_5278,20361.87
ACC_005279,User_5279,4561.64
ACC_005280,User_5280,41553.75
ACC_005281,User_5281,48220.04
ACC_005282,User_5282,36048.67
ACC_005283,User_5283,35847.16
ACC_005284,User_5284,13530.99
ACC_005285,User_5285,40198.58
ACC_005286,User_5286,19623.22
ACC_005287,User_5287,39982.77
ACC_005288,User_5288,23917.18
ACC_005289,User_5289,28798.08
ACC_005290,User_5290,1410.86
ACC_005291,User_5291,4785.67
ACC_005292,User_5292,13129.67
ACC_005293,User_5293,2414.18
ACC_005294,User_5294,4567.21
ACC_005295,User_5295,17171.04
ACC_005296,User_5296,16962.02
ACC_005297,User_5297,19500.97
ACC_005298,User_5298,21698.59
ACC_005299,User_5299,29306.48
ACC_005300,User_5300,38700.15
ACC_005301,User_5301,44290.62
ACC_005302,User_5302,23676.66
ACC_005303,User_5303,6760.39
ACC_005304,User_5304,4672.93
ACC_005305,User_5305,16035.25
ACC_005306,User_5306,29290.77
ACC_005307,User_5307,34179.42
ACC_005308,User_5308,12126.53
ACC_005309,User_5309,40189.12
ACC_005310,User_5310,17519.62
ACC_005311,User_5311,8124.35
ACC_005312,User_5312,16492.59
ACC_005313,User_5313,16304.68
ACC_005314,User_5314,2390.05
ACC_005315,User_5315,15028.19
ACC_005316,User_5316,13430.49
ACC_005317,User_5317,21846.2
ACC_005318,User_5318,9334.3
ACC_005319,User_5319,31222.23
ACC_005320,User_5320,38637.95
ACC_005321,User_5321,43324.17
ACC_005322,User_5322,37898.4
ACC_005323,User_5323,28419.3
ACC_005324,User_5324,39385.99
ACC_005325,User_5325,24816.35
ACC_005326,User_5326,11777.36
ACC_005327,User_5327,48205.67
ACC_005328,User_5328,20658.13
ACC_005329,User_5329,37476.7
ACC_005330,User_5330,5514.0
ACC_005331,User_5331,29771.72
ACC_005332,User_5332,4790.48
ACC_005333,User_5333,8402.19
ACC_005334,User_5334,41849.59
ACC_005335,User_5335,5173.41
ACC_005336,User_5336,29971.7
ACC_005337,User_5337,49331.94
ACC_005338,User_5338,31198.59
ACC_005339,User_5339,49620.2
ACC_005340,User_5340,12904.02
ACC_005341,User_5341,3354.06
ACC_005342,User_5342,10198.82
ACC_005343,User_5343,7653.61
ACC_005344,User_5344,23893.32
ACC_005345,User_5345,11082.75
ACC_005346,User_5346,6619.2
ACC_005347,User_5347,5465.58
ACC_005348,User_5348,29325.42
ACC_005349,User_5349,44255.3
ACC_005350,User_5350,8805.4
ACC_005351,User_5351,49820.2
ACC_005352,User_5352,3126.23
ACC_005353,User_5353,22678.94
ACC_005354,User_5354,24839.52
ACC_005355,User_5355,31499.49
ACC_005356,User_5356,46036.47
ACC_005357,User_5357,17355.77
ACC_005358,User_5358,9067.67
ACC_005359,User_5359,34230.12
ACC_005360,User_5360,6318.38
ACC_005361,User_5361,37520.97
ACC_005362,User_5362,46926.06
ACC_005363,User_5363,36217.76
ACC_005364,User_5364,17295.45
ACC_005365,User_5365,49532.85
ACC_005366,User_5366,25562.28
ACC_005367,User_5367,49904.05
ACC_005368,User_5368,9564.63
ACC_005369,User_5369,48408.77
ACC_005370,User_5370,9361.07
ACC_005371,User_5371,18750.17
ACC_005372,User_5372,28830.53
ACC_005373,User_5373,49869.36
ACC_005374,User_5374,43073.44
ACC_005375,User_5375,1206.75
ACC_005376,User_5376,4373.1
ACC_005377,User_5377,3533.33
ACC_005378,User_5378,32180.03
ACC_005379,User_5379,49351.92
ACC_005380,User_5380,17071.75
ACC_005381,User_5381,46600.19
ACC_005382,User_5382,49045.14
ACC_005383,User_5383,41762.21
ACC_005384,User_5384,22700.92
ACC_005385,User_5385,42593.49
ACC_005386,User_5386,19475.47
ACC_005387,User_5387,29106.48
ACC_005388,User_5388,45801.73
ACC_005389,User_5389,7466.48
ACC_005390,User_5390,1101.54
ACC_005391,User_5391,28370.26
ACC_005392,User_5392,9788.32
ACC_005393,User_5393,31884.08
ACC_005394,User_5394,27249.33
ACC_005395,User_5395,15077.37
ACC_005396,User_5396,9031.86
ACC_005397,User_5397,26375.25
ACC_005398,User_5398,39442.47
ACC_005399,User_5399,47187.44
ACC_005400,User_5400,29627.1
ACC_005401,User_5401,22489.76
ACC_005402,User_5402,6169.46
ACC_005403,User_5403,7513.18
ACC_005404,User_5404,31216.59
ACC_005405,User_5405,29933.81
ACC_005406,User_5406,42102.66
ACC_005407,User_5407,15801.58
ACC_005408,User_5408,18049.65
ACC_005409,User_5409,43714.39
ACC_005410,User_5410,15813.98
ACC_005411,User_5411,39402.46
ACC_005412,User_5412,22141.9
ACC_005413,User_5413,47252.55
ACC_005414,User_5414,10763.76
ACC_005415,User_5415,24422.24
ACC_005416,User_5416,14174.57
ACC_005417,User_5417,29689.2
ACC_005418,User_5418,45257.52
ACC_005419,User_5419,3898.94
ACC_005420,User_5420,44974.48
ACC_005421,User_5421,9121.12
ACC_005422,User_5422,45552.78
ACC_005423,User_5423,8275.21
ACC_005424,User_5424,27875.24
ACC_005425,User_5425,9220.55
ACC_005426,User_5426,41661.89
ACC_005427,User_5427,4524.59
ACC_005428,User_5428,47172.8
ACC_005429,User_5429,4194.82
ACC_005430,User_5430,37873.12
ACC_005431,User_5431,3918.08
ACC_005432,User_5432,43565.37
ACC_005433,User_5433,25994.47
ACC_005434,User_5434,3544.38
ACC_005435,User_5435,48946.14
ACC_005436,User_5436,23093.5
ACC_005437,User_5437,28251.59
ACC_005438,User_5438,45274.24
ACC_005439,User_5439,27680.52
ACC_005440,User_5440,7516.64
ACC_005441,User_5441,2383.79
ACC_005442,User_5442,24526.73
ACC_005443,User_5443,28247.07
ACC_005444,User_5444,35654.26
ACC_005445,User_5445,5083.97
ACC_005446,User_5446,36959.58
ACC_005447,User_5447,32913.7
ACC_005448,User_5448,13320.41
ACC_005449,User_5449,39331.62
ACC_005450,User_5450,43994.35
ACC_005451,User_5451,31798.57
ACC_005452,User_5452,8812.34
ACC_005453,User_5453,33236.07
ACC_005454,User_5454,1590.14
ACC_005455,User_5455,41636.53
ACC_005456,User_5456,42129.62
ACC_005457,User_5457,11527.26
ACC_005458,User_5458,21698.52
ACC_005459,User_5459,8363.7
ACC_005460,User_5460,30383.69
ACC_005461,User_5461,43758.28
ACC_005462,User_5462,43419.18
ACC_005463,User_5463,12799.69
ACC_005464,User_5464,45328.44
ACC_005465,User_5465,2218.27
ACC_005466,User_5466,26392.49
ACC_005467,User_5467,43363.34
ACC_005468,User_5468,1691.95
ACC_005469,User_5469,39695.07
ACC_005470,User_5470,7838.06
ACC_005471,User_5471,48992.17
ACC_005472,User_5472,23008.5
ACC_005473,User_5473,15299.36
ACC_005474,User_5474,36639.05
ACC_005475,User_5475,1600.03
ACC_005476,User_5476,11218.28
ACC_005477,User_5477,10801.75
ACC_005478,User_5478,29958.67
ACC_005479,User_5479,2600.89
ACC_005480,User_5480,15472.23
ACC_005481,User_5481,15729.49
ACC_005482,User_5482,20052.47
ACC_005483,User_5483,41141.48
ACC_005484,User_5484,37977.92
ACC_005485,User_5485,33860.68
ACC_005486,User_5486,3205.91
ACC_005487,User_5487,25255.15
ACC_005488,User_5488,19417.59
ACC_005489,User_5489,35500.77
ACC_005490,User_5490,19415.72
ACC_005491,User_5491,46106.19
ACC_005492,User_5492,17171.83
ACC_005493,User_5493,4904.58
ACC_005494,User_5494,1310.15
ACC_005495,User_5495,33953.66
ACC_005496,User_5496,47534.91
ACC_005497,User_5497,21352.58
ACC_005498,User_5498,24614.57
ACC_005499,User_5499,47472.23
ACC_005500,User_5500,38159.3
ACC_005501,User_5501,28180.61
ACC_005502,User_5502,38839.79
ACC_005503,User_5503,13856.87
ACC_005504,User_5504,27186.78
ACC_005505,User_5505,32641.07
ACC_005506,User_5506,1306.62
ACC_005507,User_5507,39354.78
ACC_005508,User_5508,41653.67
ACC_005509,User_5509,45568.31
ACC_005510,User_5510,14242.42
ACC_005511,User_5511,12528.49
ACC_005512,User_5512,44924.38
ACC_005513,User_5513,34901.24
ACC_005514,User_5514,40056.94
ACC_005515,User_5515,35368.35
ACC_005516,User_5516,11779.93
ACC_005517,User_5517,18179.54
ACC_005518,User_5518,11366.95
ACC_005519,User_5519,18815.35
ACC_005520,User_5520,25234.19
ACC_005521,User_5521,47510.16
ACC_005522,User_5522,42221.39
ACC_005523,User_5523,29258.29
ACC_005524,User_5524,40702.31
ACC_005525,User_5525,14417.78
ACC_005526,User_5526,28069.25
ACC_005527,User_5527,23855.19
ACC_005528,User_5528,1348.04
ACC_005529,User_5529,13512.02
ACC_005530,User_5530,5464.99
ACC_005531,User_5531,43688.4
ACC_005532,User_5532,4105.97
ACC_005533,User_5533,2887.39
ACC_005534,User_5534,45107.37
ACC_005535,User_5535,34240.18
ACC_005536,User_5536,26180.55
ACC_005537,User_5537,35514.36
ACC_005538,User_5538,7620.32
ACC_005539,User_5539,37525.05
ACC_005540,User_5540,22259.24
ACC_005541,User_5541,12823.2
ACC_005542,User_5542,47540.07
ACC_005543,User_5543,7822.25
ACC_005544,User_5544,22828.28
ACC_005545,User_5545,47512.86
ACC_005546,User_5546,25301.16
ACC_005547,User_5547,35494.43
ACC_005548,User_5548,23070.49
ACC_005549,User_5549,41143.43
ACC_005550,User_5550,16790.01
ACC_005551,User_5551,28767.16
ACC_005552,User_5552,7553.85
ACC_005553,User_5553,48417.53
ACC_005554,User_5554,42221.45
ACC_005555,User_5555,1889.96
ACC_005556,User_5556,14197.24
ACC_005557,User_5557,17966.92
ACC_005558,User_5558,38646.82
ACC_005559,User_5559,35913.06
ACC_005560,User_5560,22391.04
ACC_005561,User_5561,33473.97
ACC_005562,User_5562,9906.45
ACC_005563,User_5563,34451.96
ACC_005564,User_5564,19023.55
ACC_005565,User_5565,9429.01
ACC_005566,User_5566,31572.45
ACC_005567,User_5567,12964.41
ACC_005568,User_5568,15811.62
ACC_005569,User_5569,11953.38
ACC_005570,User_5570,22114.87
ACC_005571,User_5571,9860.85
ACC_005572,User_5572,12946.58
ACC_005573,User_5573,38940.92
ACC_005574,User_5574,11897.4
ACC_005575,User_5575,28272.68
ACC_005576,User_5576,40858.7
ACC_005577,User_5577,18901.88
ACC_005578,User_5578,22521.06
ACC_005579,User_5579,25716.59
ACC_005580,User_5580,21469.66
ACC_005581,User_5581,32955.01
ACC_005582,User_5582,48623.66
ACC_005583,User_5583,22558.21
ACC_005584,User_5584,41369.75
ACC_005585,User_5585,28136.27
ACC_005586,User_5586,2648.3
ACC_005587,User_5587,15665.96
ACC_005588,User_5588,2914.42
ACC_005589,User_5589,25488.61
ACC_005590,User_5590,3959.66
ACC_005591,User_5591,3033.56
ACC_005592,User_5592,24488.08
ACC_005593,User_5593,41722.66
ACC_005594,User_5594,38882.49
ACC_005595,User_5595,18833.25
ACC_005596,User_5596,17894.25
ACC_005597,User_5597,41592.23
ACC_005598,User_5598,40352.59
ACC_005599,User_5599,28104.45
ACC_005600,User_5600,16523.07
ACC_005601,User_5601,5176.18
ACC_005602,User_5602,13414.53
ACC_005603,User_5603,3965.77
ACC_005604,User_5604,13664.69
ACC_005605,User_5605,33768.27
ACC_005606,User_5606,36732.57
ACC_005607,User_5607,18374.74
ACC_005608,User_5608,38682.51
ACC_005609,User_5609,11864.18
ACC_005610,User_5610,7791.85
ACC_005611,User_5611,16662.65
ACC_005612,User_5612,47203.23
ACC_005613,User_5613,39028.12
ACC_005614,User_5614,6299.99
ACC_005615,User_5615,48306.12
ACC_005616,User_5616,10715.68
ACC_005617,User_5617,39164.26
ACC_005618,User_5618,31854.46
ACC_005619,User_5619,5674.81
ACC_005620,User_5620,13186.31
ACC_005621,User_5621,42918.21
ACC_005622,User_5622,47470.6
ACC_005623,User_5623,13491.73
ACC_005624,User_5624,1277.81
ACC_005625,User_5625,21955.96
ACC_005626,User_5626,20869.79
ACC_005627,User_5627,38945.25
ACC_005628,User_5628,28240.88
ACC_005629,User_5629,30624.84
ACC_005630,User_5630,3272.51
ACC_005631,User_5631,21858.59
ACC_005632,User_5632,16831.65
ACC_005633,User_5633,43447.89
ACC_005634,User_5634,6087.46
ACC_005635,User_5635,2797.76
ACC_005636,User_5636,19245.45
ACC_005637,User_5637,40024.46
ACC_005638,User_5638,8777.4
ACC_005639,User_5639,12515.72
ACC_005640,User_5640,14990.07
ACC_005641,User_5641,45647.93
ACC_005642,User_5642,3542.39
ACC_005643,User_5643,29623.15
ACC_005644,User_5644,3016.05
ACC_005645,User_5645,19141.16
ACC_005646,User_5646,28513.15
ACC_005647,User_5647,11100.6
ACC_005648,User_5648,14009.25
ACC_005649,User_5649,1812.92
ACC_005650,User_5650,16001.46
ACC_005651,User_5651,8816.15
ACC_005652,User_5652,25445.2
ACC_005653,User_5653,34118.64
ACC_005654,User_5654,42668.02
ACC_005655,User_5655,11035.7
ACC_005656,User_5656,21294.78
ACC_005657,User_5657,31887.3
ACC_005658,User_5658,11092.73
ACC_005659,User_5659,29223.89
ACC_005660,User_5660,34321.7
ACC_005661,User_5661,45777.21
ACC_005662,User_5662,23844.96
ACC_005663,User_5663,10518.59
ACC_005664,User_5664,2446.54
ACC_005665,User_5665,48115.14
ACC_005666,User_5666,28631.77
ACC_005667,User_5667,31648.08
ACC_005668,User_5668,27651.19
ACC_005669,User_5669,39252.37
ACC_005670,User_5670,31066.19
ACC_005671,User_5671,1256.23
ACC_005672,User_5672,36638.84
ACC_005673,User_5673,33442.33
ACC_005674,User_5674,4471.96
ACC_005675,User_5675,5222.59
ACC_005676,User_5676,25650.48
ACC_005677,User_5677,14158.35
ACC_005678,User_5678,36253.11
ACC_005679,User_5679,30120.84
ACC_005680,User_5680,7995.6
ACC_005681,User_5681,26428.59
ACC_005682,User_5682,32609.02
ACC_005683,User_5683,36311.98
ACC_005684,User_5684,23455.01
ACC_005685,User_5685,20142.17
ACC_005686,User_5686,23516.88
ACC_005687,User_5687,23212.47
ACC_005688,User_5688,49552.3
ACC_005689,User_5689,46579.62
ACC_005690,User_5690,10234.02
ACC_005691,User_5691,41254.53
ACC_005692,User_5692,20285.75
ACC_005693,User_5693,24467.07
ACC_005694,User_5694,15989.81
ACC_005695,User_5695,39664.58
ACC_005696,User_5696,20773.99
ACC_005697,User_5697,30941.34
ACC_005698,User_5698,29271.62
ACC_005699,User_5699,40638.56
ACC_005700,User_5700,40797.07
ACC_005701,User_5701,2822.17
ACC_005702,User_5702,6440.83
ACC_005703,User_5703,25248.02
ACC_005704,User_5704,12678.03
ACC_005705,User_5705,35355.94
ACC_005706,User_5706,46050.01
ACC_005707,User_5707,25502.56
ACC_005708,User_5708,11722.54
ACC_005709,User_5709,40580.61
ACC_005710,User_5710,32717.08
ACC_005711,User_5711,23324.09
ACC_005712,User_5712,8947.66
ACC_005713,User_5713,1963.42
ACC_005714,User_5714,46404.17
ACC_005715,User_5715,38755.39
ACC_005716,User_5716,44677.43
ACC_005717,User_5717,39067.2
ACC_005718,User_5718,9235.48
ACC_005719,User_5719,30833.29
ACC_005720,User_5720,36452.84
ACC_005721,User_5721,33983.63
ACC_005722,User_5722,12433.54
ACC_005723,User_5723,29065.29
ACC_005724,User_5724,30559.02
ACC_005725,User_5725,1282.44
ACC_005726,User_5726,34525.6
ACC_005727,User_5727,43017.78
ACC_005728,User_5728,9038.65
ACC_005729,User_5729,35004.61
ACC_005730,User_5730,4103.2
ACC_005731,User_5731,13419.68
ACC_005732,User_5732,37908.7
ACC_005733,User_5733,11079.48
ACC_005734,User_5734,22026.47
ACC_005735,User_5735,20687.2
ACC_005736,User_5736,13806.04
ACC_005737,User_5737,12700.86
ACC_005738,User_5738,7260.6
ACC_005739,User_5739,5373.86
ACC_005740,User_5740,22534.65
ACC_005741,User_5741,41644.32
ACC_005742,User_5742,20291.98
ACC_005743,User_5743,47393.65
ACC_005744,User_5744,35294.94
ACC_005745,User_5745,49680.58
ACC_005746,User_5746,3645.35
ACC_005747,User_5747,24211.21
ACC_005748,User_5748,22936.0
ACC_005749,User_5749,26527.61
ACC_005750,User_5750,17483.09
ACC_005751,User_5751,16699.43
ACC_005752,User_5752,8356.46
ACC_005753,User_5753,19369.35
ACC_005754,User_5754,5481.09
ACC_005755,User_5755,11952.42
ACC_005756,User_5756,1624.3
ACC_005757,User_5757,28291.09
ACC_005758,User_5758,3285.49
ACC_005759,User_5759,22419.73
ACC_005760,User_5760,41409.98
ACC_005761,User_5761,9237.44
ACC_005762,User_5762,2860.2
ACC_005763,User_5763,22554.5
ACC_005764,User_5764,43544.62
ACC_005765,User_5765,38631.58
ACC_005766,User_5766,12969.56
ACC_005767,User_5767,9431.23
ACC_005768,User_5768,6137.25
ACC_005769,User_5769,43074.38
ACC_005770,User_5770,46614.51
ACC_005771,User_5771,38895.64
ACC_005772,User_5772,14297.31
ACC_005773,User_5773,28636.5
ACC_005774,User_5774,7299.19
ACC_005775,User_5775,17441.93
ACC_005776,User_5776,11047.12
ACC_005777,User_5777,28522.85
ACC_005778,User_5778,46303.16
ACC_005779,User_5779,26491.98
ACC_005780,User_5780,34638.41
ACC_005781,User_5781,27914.56
ACC_005782,User_5782,35735.48
ACC_005783,User_5783,45795.4
ACC_005784,User_5784,16017.55
ACC_005785,User_5785,45329.32
ACC_005786,User_5786,43147.34
ACC_005787,User_5787,47091.78
ACC_005788,User_5788,12400.07
ACC_005789,User_5789,32358.88
ACC_005790,User_5790,49940.83
ACC_005791,User_5791,37253.48
ACC_005792,User_5792,21499.11
ACC_005793,User_5793,30262.28
ACC_005794,User_5794,17918.16
ACC_005795,User_5795,7017.52
ACC_005796,User_5796,40355.3
ACC_005797,User_5797,18656.52
ACC_005798,User_5798,15747.55
ACC_005799,User_5799,47725.56
ACC_005800,User_5800,49680.81
ACC_005801,User_5801,31781.82
ACC_005802,User_5802,46477.35
ACC_005803,User_5803,10302.31
ACC_005804,User_5804,40744.18
ACC_005805,User_5805,35113.35
ACC_005806,User_5806,45786.83
ACC_005807,User_5807,17026.52
ACC_005808,User_5808,13638.96
ACC_005809,User_5809,24351.35
ACC_005810,User_5810,24564.7
ACC_005811,User_5811,23592.45
ACC_005812,User_5812,48338.86
ACC_005813,User_5813,2283.62
ACC_005814,User_5814,30856.61
ACC_005815,User_5815,17959.38
ACC_005816,User_5816,45589.97
ACC_005817,User_5817,12679.97
ACC_005818,User_5818,40923.14
ACC_005819,User_5819,29111.55
ACC_005820,User_5820,16100.82
ACC_005821,User_5821,41116.12
ACC_005822,User_5822,9521.62
ACC_005823,User_5823,35554.1
ACC_005824,User_5824,6082.2
ACC_005825,User_5825,23398.92
ACC_005826,User_5826,11737.56
ACC_005827,User_5827,42034.63
ACC_005828,User_5828,31242.95
ACC_005829,User_5829,31220.34
ACC_005830,User_5830,43698.44
ACC_005831,User_5831,32861.03
ACC_005832,User_5832,20743.45
ACC_005833,User_5833,21484.25
ACC_005834,User_5834,10949.7
ACC_005835,User_5835,31659.51
ACC_005836,User_5836,44800.43
ACC_005837,User_5837,34183.41
ACC_005838,User_5838,12212.36
ACC_005839,User_5839,1285.18
ACC_005840,User_5840,49545.23
ACC_005841,User_5841,46584.8
ACC_005842,User_5842,8889.89
ACC_005843,User_5843,6573.55
ACC_005844,User_5844,4494.02
ACC_005845,User_5845,43432.0
ACC_005846,User_5846,2185.86
ACC_005847,User_5847,13832.41
ACC_005848,User_5848,42955.92
ACC_005849,User_5849,47279.97
ACC_005850,User_5850,18786.07
ACC_005851,User_5851,41228.4
ACC_005852,User_5852,6378.51
ACC_005853,User_5853,5128.52
ACC_005854,User_5854,15463.49
ACC_005855,User_5855,19384.09
ACC_005856,User_5856,48093.44
ACC_005857,User_5857,1650.17
ACC_005858,User_5858,37651.99
ACC_005859,User_5859,27465.03
ACC_005860,User_5860,34054.0
ACC_005861,User_5861,46627.6
ACC_005862,User_5862,9285.99
ACC_005863,User_5863,27186.0
ACC_005864,User_5864,8528.6
ACC_005865,User_5865,30591.37
ACC_005866,User_5866,18943.72
ACC_005867,User_5867,18851.54
ACC_005868,User_5868,6406.13
ACC_005869,User_5869,3159.45
ACC_005870,User_5870,24214.09
ACC_005871,User_5871,20227.79
ACC_005872,User_5872,11311.66
ACC_005873,User_5873,45645.13
ACC_005874,User_5874,33185.46
ACC_005875,User_5875,13599.97
ACC_005876,User_5876,20338.48
ACC_005877,User_5877,27900.04
ACC_005878,User_5878,12474.15
ACC_005879,User_5879,35537.27
ACC_005880,User_5880,26424.09
ACC_005881,User_5881,14159.97
ACC_005882,User_5882,46610.95
ACC_005883,User_5883,13687.7
ACC_005884,User_5884,30156.41
ACC_005885,User_5885,46836.78
ACC_005886,User_5886,18436.11
ACC_005887,User_5887,41035.77
ACC_005888,User_5888,46641.76
ACC_005889,User_5889,44917.77
ACC_005890,User_5890,45490.42
ACC_005891,User_5891,3528.57
ACC_005892,User_5892,15829.87
ACC_005893,User_5893,27781.63
ACC_005894,User_5894,15147.41
ACC_005895,User_5895,44831.18
ACC_005896,User_5896,40860.58
ACC_005897,User_5897,32249.09
ACC_005898,User_5898,1958.79
ACC_005899,User_5899,10839.68
ACC_005900,User_5900,21742.63
ACC_005901,User_5901,19288.31
ACC_005902,User_5902,2418.34
ACC_005903,User_5903,33915.72
ACC_005904,User_5904,15058.42
ACC_005905,User_5905,32800.43
ACC_005906,User_5906,4375.25
ACC_005907,User_5907,6092.9
ACC_005908,User_5908,41281.17
ACC_005909,User_5909,15982.48
ACC_005910,User_5910,39580.43
ACC_005911,User_5911,18268.97
ACC_005912,User_5912,43906.73
ACC_005913,User_5913,35268.0
ACC_005914,User_5914,49593.04
ACC_005915,User_5915,45346.06
ACC_005916,User_5916,41186.94
ACC_005917,User_5917,18442.61
ACC_005918,User_5918,7180.59
ACC_005919,User_5919,22583.24
ACC_005920,User_5920,14855.64
ACC_005921,User_5921,18209.45
ACC_005922,User_5922,5809.53
ACC_005923,User_5923,26819.32
ACC_005924,User_5924,6516.79
ACC_005925,User_5925,26773.99
ACC_005926,User_5926,20771.59
ACC_005927,User_5927,46153.19
ACC_005928,User_5928,45433.91
